"sp","protocol","lat","lon","date","count"
"rubl","ebird",34.0262545,-83.3833823,2014-03-16,"100"
"rubl","ebird",34.0262545,-83.3833823,2014-03-04,"35"
"rubl","ebird",34.0058543,-83.3781624,2014-03-03,"400"
"rubl","ebird",33.9303998,-83.3714676,2014-03-17,"28"
"rubl","ebird",34.0262545,-83.3833823,2014-03-18,"200"
"rubl","ebird",34.0262545,-83.3833823,2014-03-18,"200"
"rubl","ebird",34.0262545,-83.3833823,2014-03-18,"200"
"rubl","ebird",34.0262545,-83.3833823,2014-03-18,"200"
"rubl","ebird",34.0262545,-83.3833823,2014-03-07,"60"
"rubl","ebird",34.0724786,-83.8698006,2014-03-11,"2"
"rubl","ebird",34.0340836,-84.0835726,2014-03-24,"3"
"rubl","ebird",34.0833842,-84.0183225,2014-03-27,"1"
"rubl","blitz",34.0686583,-83.9237022,2014-03-02,"10"
"rubl","ebird",33.9260713,-84.0997142,2014-03-29,"2"
"rubl","ebird",33.9440484,-84.2216098,2014-03-03,"3"
"rubl","ebird",34.0724786,-83.8698006,2014-03-09,"4"
"rubl","ebird",34.059272,-84.051504,2014-03-07,"11"
"rubl","ebird",33.9308983,-84.1872883,2014-03-23,"140"
"rubl","blitz",33.935287,-84.13788,2014-03-04,"34"
"rubl","ebird",33.9308983,-84.1872883,2014-03-30,"75"
"rubl","ebird",33.5525067,-84.250983,2014-03-10,"6"
"rubl","ebird",33.5443115,-84.2338181,2014-03-23,"1"
"rubl","ebird",33.5443115,-84.2338181,2014-03-06,"1"
"rubl","ebird",33.345208,-84.084679,2014-03-20,"10"
"rubl","ebird",33.5443115,-84.2338181,2014-03-07,"60"
"rubl","ebird",33.1233555,-83.7517619,2014-03-18,"X"
"rubl","ebird",30.8327,-83.27847,2014-03-17,"8"
"rubl","ebird",32.3855789,-84.9599361,2014-03-01,"7"
"rubl","ebird",32.3855789,-84.9599361,2014-03-05,"18"
"rubl","ebird",32.3855789,-84.9599361,2014-03-05,"18"
"rubl","ebird",32.5352778,-84.9388889,2014-03-07,"18"
"rubl","ebird",33.5973232,-83.8176893,2014-03-27,"1"
"rubl","ebird",33.8509841,-83.4650365,2014-03-10,"1"
"rubl","ebird",33.842906,-83.4078828,2014-03-09,"1"
"rubl","ebird",33.8509841,-83.4650365,2014-03-06,"2"
"rubl","ebird",33.8667767,-83.419883,2014-03-31,"2"
"rubl","ebird",33.8667767,-83.419883,2014-03-08,"4"
"rubl","blitz",33.8667767,-83.419883,2014-03-04,"74"
"rubl","ebird",33.8974267,-83.1093499,2014-03-21,"2"
"rubl","ebird",33.8974267,-83.1093499,2014-03-28,"1"
"rubl","ebird",33.0875,-84.446,2014-03-02,"3"
"rubl","ebird",33.0875,-84.446,2014-03-02,"3"
"rubl","ebird",34.8484249,-83.4359732,2014-03-02,"1"
"rubl","ebird",34.9578585,-83.373968,2014-03-17,"75"
"rubl","ebird",34.9578585,-83.373968,2014-03-17,"75"
"rubl","ebird",34.8640808,-83.4471741,2014-03-22,"15"
"rubl","blitz",33.3855863,-81.96069,2014-03-14,"1"
"rubl","blitz",33.3855863,-81.96069,2014-03-15,"6"
"rubl","ebird",33.3855863,-81.96069,2014-03-20,"1"
"rubl","blitz",33.3855863,-81.96069,2014-03-20,"20"
"rubl","blitz",33.3855863,-81.96069,2014-03-28,"42"
"rubl","ebird",33.3855863,-81.96069,2014-03-30,"14"
"rubl","ebird",33.6724257,-83.9442158,2014-03-27,"130"
"rubl","ebird",31.9943919,-85.0510883,2014-03-12,"1"
"rubl","blitz",31.9943919,-85.0510883,2014-03-12,"1"
"rubl","blitz",31.9943919,-85.0510883,2014-03-01,"22"
"rubl","blitz",32.717744,-83.568514,2014-03-08,"100"
"rubl","blitz",32.717744,-83.568514,2014-03-08,"100"
"rubl","blitz",32.717744,-83.568514,2014-03-08,"100"
"rubl","ebird",32.87318,-82.78014,2014-03-02,"11"
"rubl","ebird",40.7285271,-93.0339432,2014-03-29,"50"
"rubl","ebird",42.5631958,-92.4823952,2014-03-26,"17"
"rubl","ebird",42.5631958,-92.4823952,2014-03-26,"2"
"rubl","blitz",42.1485611,-93.9512157,2014-03-28,"75"
"rubl","ebird",42.76,-92.4869444,2014-03-28,"2"
"rubl","ebird",42.5677473,-92.553978,2014-03-23,"1"
"rubl","ebird",42.1537324,-94.696312,2014-03-21,"2"
"rubl","ebird",43.1286476,-95.213459,2014-03-28,"49"
"rubl","ebird",43.1875306,-94.9323463,2014-03-28,"46"
"rubl","ebird",42.5749533,-90.6840151,2014-03-20,"3"
"rubl","blitz",42.9377431,-93.6558938,2014-03-29,"30"
