"sp","protocol","lat","lon","date","count"
"rubl","ebird",38.9377865,-74.9670721,2009-03-04,"5"
"rubl","ebird",38.9397964,-74.9470139,2009-03-20,"X"
"rubl","ebird",38.9359287,-74.9434519,2009-03-18,"X"
"rubl","ebird",39.0015934,-74.9446321,2009-03-15,"7"
"rubl","ebird",38.9450248,-74.9337747,2009-03-14,"1"
"rubl","ebird",39.0015934,-74.9446321,2009-03-15,"21"
"rubl","ebird",38.9462395,-74.9412079,2009-03-25,"1"
"rubl","ebird",38.9462395,-74.9412079,2009-03-25,"25"
"rubl","ebird",38.9450248,-74.9337747,2009-03-22,"1"
"rubl","ebird",38.9450248,-74.9337747,2009-03-21,"X"
"rubl","ebird",38.9450248,-74.9337747,2009-03-22,"3"
"rubl","ebird",39.0015934,-74.9446321,2009-03-29,"1"
"rubl","ebird",38.9438397,-74.9374545,2009-03-31,"4"
"rubl","ebird",40.8002449,-74.0497181,2009-03-19,"2"
"rubl","ebird",40.5421129,-74.8491669,2009-03-20,"3"
"rubl","ebird",40.5421129,-74.8491669,2009-03-30,"10"
"rubl","ebird",40.1867984,-74.7502471,2009-03-07,"1"
"rubl","ebird",40.342926,-74.7646544,2009-03-03,"7"
"rubl","ebird",40.1835648,-74.7205162,2009-03-13,"5"
"rubl","ebird",40.4392518,-73.9869263,2009-03-08,"1"
"rubl","ebird",40.4392518,-73.9869263,2009-03-08,"1"
"rubl","ebird",40.4392518,-73.9869263,2009-03-04,"1"
"rubl","ebird",40.1789389,-74.2084408,2009-03-21,"1"
"rubl","ebird",40.1789389,-74.2084408,2009-03-31,"3"
"rubl","ebird",40.7138227,-74.463013,2009-03-01,"X"
"rubl","ebird",40.8423692,-74.3730855,2009-03-05,"4"
"rubl","ebird",40.7138227,-74.463013,2009-03-07,"X"
"rubl","ebird",40.7138227,-74.463013,2009-03-13,"X"
"rubl","ebird",40.7138227,-74.463013,2009-03-15,"X"
"rubl","ebird",40.7138227,-74.463013,2009-03-21,"2"
"rubl","ebird",40.7138227,-74.463013,2009-03-23,"1"
"rubl","ebird",40.7138227,-74.463013,2009-03-20,"2"
"rubl","ebird",40.7138227,-74.463013,2009-03-22,"X"
"rubl","ebird",40.7138227,-74.463013,2009-03-27,"X"
"rubl","ebird",40.7138227,-74.463013,2009-03-29,"X"
"rubl","ebird",40.7138227,-74.463013,2009-03-28,"X"
"rubl","ebird",40.7138227,-74.463013,2009-03-23,"1"
"rubl","ebird",40.7133779,-74.5099406,2009-03-12,"2"
"rubl","ebird",40.651897,-74.501141,2009-03-27,"20"
"rubl","ebird",41.0814091,-74.7127858,2009-03-22,"2"
"rubl","ebird",40.6739128,-74.3146404,2009-03-28,"1"
"rubl","ebird",42.3970664,-75.9642321,2009-03-20,"1"
"rubl","ebird",42.6915206,-76.6711807,2009-03-15,"1"
"rubl","ebird",42.6564028,-76.3262996,2009-03-30,"2"
"rubl","ebird",41.7861111,-73.7397222,2009-03-22,"1"
"rubl","ebird",42.0297229,-73.9224529,2009-03-21,"X"
"rubl","ebird",42.9165364,-78.4935379,2009-03-27,"1"
"rubl","ebird",42.753693,-78.7274694,2009-03-28,"3"
"rubl","ebird",40.6403687,-74.0322153,2009-03-08,"3"
"rubl","ebird",40.6602841,-73.9689534,2009-03-18,"2"
"rubl","ebird",43.30365,-77.7163028,2009-03-18,"9"
"rubl","ebird",43.30365,-77.7163028,2009-03-29,"4"
"rubl","ebird",43.30365,-77.7163028,2009-03-28,"3"
"rubl","ebird",40.6804811,-73.6415618,2009-03-08,"5"
"rubl","ebird",40.6724362,-73.6499405,2009-03-19,"15"
"rubl","ebird",40.6724362,-73.6499405,2009-03-08,"15"
"rubl","ebird",40.5888889,-73.5566667,2009-03-15,"X"
"rubl","ebird",40.6724362,-73.6499405,2009-03-12,"10"
"rubl","ebird",40.6724362,-73.6499405,2009-03-05,"12"
"rubl","ebird",40.6724362,-73.6499405,2009-03-26,"8"
"rubl","ebird",40.6804811,-73.6415618,2009-03-21,"22"
"rubl","ebird",40.6804811,-73.6415618,2009-03-21,"22"
"rubl","ebird",43.3085002,-75.7748884,2009-03-19,"1"
"rubl","ebird",43.3085002,-75.7748884,2009-03-19,"1"
"rubl","ebird",43.3068646,-75.7763529,2009-03-19,"1"
"rubl","ebird",43.3068646,-75.7763529,2009-03-19,"1"
"rubl","ebird",42.9725569,-76.3966568,2009-03-12,"2"
"rubl","ebird",43.2959861,-76.2976017,2009-03-15,"2"
"rubl","ebird",43.2444498,-76.2705344,2009-03-22,"10"
"rubl","ebird",43.2847972,-76.2308264,2009-03-22,"150"
"rubl","ebird",40.7125516,-73.8373936,2009-03-02,"3"
"rubl","ebird",40.7462409,-73.8080852,2009-03-13,"1"
"rubl","ebird",40.688969,-73.8863182,2009-03-13,"1"
"rubl","ebird",42.7860031,-73.8023715,2009-03-26,"1"
"rubl","ebird",42.7860031,-73.8023715,2009-03-29,"3"
"rubl","ebird",42.7860031,-73.8023715,2009-03-21,"2"
"rubl","ebird",42.7860031,-73.8023715,2009-03-23,"15"
"rubl","ebird",40.7754935,-72.8810839,2009-03-08,"1"
"rubl","ebird",42.4582631,-76.3845835,2009-03-14,"2"
"rubl","ebird",42.42879,-76.395065,2009-03-11,"5"
"rubl","ebird",42.4787599,-76.4529133,2009-03-17,"3"
"rubl","ebird",42.462642,-76.2729692,2009-03-22,"2"
"rubl","ebird",42.4810062,-76.4511417,2009-03-20,"1"
"rubl","ebird",42.4787599,-76.4529133,2009-03-30,"2"
"rubl","ebird",42.462642,-76.2729692,2009-03-28,"2"
"rubl","ebird",43.1423307,-77.1899414,2009-03-27,"1"
"rubl","ebird",43.1423307,-77.1899414,2009-03-24,"1"
"rubl","ebird",43.1423307,-77.1899414,2009-03-29,"1"
"rubl","ebird",41.0829631,-73.8426401,2009-03-19,"2"
"rubl","ebird",39.3684466,-84.5661673,2009-03-08,"1"
"rubl","ebird",39.1253997,-84.2434222,2009-03-18,"3"
"rubl","ebird",39.3857945,-83.9053345,2009-03-24,"12"
"rubl","ebird",41.289021,-81.5732181,2009-03-14,"50"
"rubl","ebird",41.288815,-81.57312,2009-03-26,"12"
"rubl","ebird",39.98789,-83.07809,2009-03-07,"100"
"rubl","ebird",39.2782583,-84.7495461,2009-03-01,"1"
"rubl","ebird",39.1231188,-84.405935,2009-03-24,"X"
"rubl","ebird",39.1315894,-84.795776,2009-03-22,"8"
"rubl","ebird",39.1231188,-84.405935,2009-03-28,"10"
"rubl","ebird",39.2323529,-84.788661,2009-03-12,"2"
"rubl","ebird",41.0168379,-83.5709681,2009-03-09,"5"
"rubl","ebird",41.0216141,-83.6879253,2009-03-26,"1"
"rubl","ebird",39.1849009,-83.4833908,2009-03-10,"7"
"rubl","ebird",40.3306142,-80.7118327,2009-03-27,"1"
"rubl","ebird",41.7142184,-81.3438678,2009-03-26,"2"
"rubl","ebird",41.7142184,-81.3438678,2009-03-26,"2"
"rubl","ebird",41.298828,-82.1373296,2009-03-22,"X"
"rubl","ebird",41.6277095,-83.191884,2009-03-02,"X"
"rubl","ebird",41.6277095,-83.191884,2009-03-01,"X"
"rubl","ebird",41.645338,-83.2403183,2009-03-09,"20"
"rubl","ebird",41.6277095,-83.191884,2009-03-14,"5"
"rubl","ebird",41.6277095,-83.191884,2009-03-18,"X"
"rubl","ebird",41.6277095,-83.191884,2009-03-28,"X"
"rubl","ebird",41.646749,-83.2473564,2009-03-23,"X"
"rubl","ebird",41.646749,-83.2473564,2009-03-23,"X"
"rubl","ebird",41.6277095,-83.191884,2009-03-20,"X"
"rubl","ebird",41.6277095,-83.191884,2009-03-20,"X"
"rubl","ebird",41.6277095,-83.191884,2009-03-20,"X"
"rubl","ebird",40.9738798,-80.6971765,2009-03-16,"40"
"rubl","ebird",40.9738798,-80.6971765,2009-03-24,"80"
"rubl","ebird",40.9738798,-80.6971765,2009-03-22,"2"
"rubl","ebird",40.9738798,-80.6971765,2009-03-22,"2"
"rubl","ebird",40.9738798,-80.6971765,2009-03-31,"65"
"rubl","ebird",41.6113354,-83.213625,2009-03-28,"X"
"rubl","ebird",41.5789376,-83.1536613,2009-03-14,"45"
"rubl","ebird",41.6081267,-83.2374001,2009-03-21,"40"
"rubl","ebird",41.6019013,-83.1620407,2009-03-21,"50"
"rubl","ebird",41.6108541,-83.1924677,2009-03-21,"12"
"rubl","ebird",41.5991334,-83.1838739,2009-03-21,"250"
"rubl","ebird",41.6081267,-83.2374001,2009-03-21,"250"
"rubl","ebird",41.6081267,-83.2374001,2009-03-21,"X"
"rubl","ebird",41.5913993,-83.1827044,2009-03-21,"800"
"rubl","ebird",41.6081267,-83.2374001,2009-03-21,"20"
"rubl","ebird",41.5991334,-83.1838739,2009-03-28,"2"
"rubl","ebird",41.6081267,-83.2374001,2009-03-28,"X"
"rubl","ebird",41.6081267,-83.2374001,2009-03-28,"150"
"rubl","ebird",41.6108541,-83.1924677,2009-03-28,"X"
"rubl","ebird",41.5789376,-83.1536613,2009-03-30,"400"
"rubl","ebird",41.6108541,-83.1924677,2009-03-22,"4"
"rubl","ebird",39.6749959,-82.9390004,2009-03-23,"3"
"rubl","ebird",41.0159801,-81.1591816,2009-03-15,"5"
"rubl","ebird",41.0768925,-81.3601971,2009-03-15,"1"
"rubl","ebird",41.1524206,-81.0825348,2009-03-14,"9"
"rubl","ebird",41.1524206,-81.0825348,2009-03-14,"1"
"rubl","ebird",41.0323628,-81.1645889,2009-03-21,"1"
"rubl","ebird",41.070995,-81.30817,2009-03-28,"3"
"rubl","ebird",41.0120295,-81.3628578,2009-03-28,"X"
"rubl","ebird",41.0768925,-81.3601971,2009-03-28,"2"
"rubl","ebird",41.1346779,-81.0754318,2009-03-30,"2"
"rubl","ebird",40.6999672,-82.610621,2009-03-21,"X"
"rubl","ebird",41.0031777,-83.4039757,2009-03-15,"35"
"rubl","ebird",41.0031777,-83.4039757,2009-03-28,"3"
"rubl","ebird",40.9833679,-81.3132197,2009-03-21,"1"
"rubl","ebird",41.0134928,-81.5936606,2009-03-10,"8"
"rubl","ebird",41.1842256,-81.5825629,2009-03-23,"4"
"rubl","ebird",41.1842256,-81.5825629,2009-03-23,"4"
"rubl","ebird",41.1842256,-81.5825629,2009-03-30,"10"
"rubl","ebird",41.1842256,-81.5825629,2009-03-30,"10"
"rubl","ebird",41.0358427,-81.6042781,2009-03-21,"12"
"rubl","ebird",41.0115762,-81.542244,2009-03-27,"1"
"rubl","ebird",41.2705333,-81.5595603,2009-03-23,"1"
"rubl","ebird",39.5643905,-84.0149928,2009-03-22,"X"
"rubl","ebird",39.5643905,-84.0149928,2009-03-07,"1"
"rubl","ebird",39.5643905,-84.0149928,2009-03-22,"X"
"rubl","ebird",39.5643905,-84.0149928,2009-03-21,"1"
"rubl","ebird",40.6936548,-81.9875336,2009-03-12,"1"
"rubl","ebird",40.7524219,-82.1058162,2009-03-22,"X"
"rubl","ebird",40.7253399,-81.9983482,2009-03-28,"1"
"rubl","ebird",40.728056,-81.982795,2009-03-27,"10"
"rubl","ebird",40.728056,-81.982795,2009-03-28,"X"
"rubl","ebird",41.55695,-83.62713,2009-03-14,"2"
"rubl","ebird",40.7138257,-83.3016014,2009-03-15,"X"
"rubl","ebird",40.7138257,-83.3016014,2009-03-28,"58"
"rubl","ebird",40.7138257,-83.3016014,2009-03-28,"1"
"rubl","ebird",40.7138257,-83.3016014,2009-03-21,"2"
"rubl","ebird",33.739399,-94.6530991,2009-03-03,"8"
"rubl","ebird",36.2232638,-95.9033443,2009-03-17,"6"
"rubl","ebird",40.5534611,-80.330658,2009-03-22,"5"
"rubl","ebird",40.5534611,-80.330658,2009-03-24,"14"
"rubl","ebird",40.6547271,-78.5290933,2009-03-26,"2"
"rubl","ebird",40.8306967,-77.8985596,2009-03-15,"1"
"rubl","ebird",40.8277301,-77.9026491,2009-03-22,"2"
"rubl","ebird",40.8253704,-77.8979565,2009-03-22,"6"
"rubl","ebird",40.967067,-77.7521324,2009-03-20,"1"
"rubl","ebird",40.8124479,-77.8353261,2009-03-21,"4"
"rubl","ebird",40.0235421,-75.4174805,2009-03-06,"5"
"rubl","ebird",39.7981177,-75.7513654,2009-03-15,"1"
"rubl","ebird",40.0237531,-75.415121,2009-03-21,"2"
"rubl","ebird",41.1046867,-79.4502792,2009-03-13,"2"
"rubl","ebird",41.8225019,-80.0450134,2009-03-22,"15"
"rubl","ebird",41.785402,-80.2308942,2009-03-21,"1"
"rubl","ebird",40.1406964,-77.4063259,2009-03-21,"5"
"rubl","ebird",40.2720977,-76.9132984,2009-03-13,"1"
"rubl","ebird",42.0606684,-80.1739097,2009-03-29,"6"
"rubl","ebird",42.0606684,-80.1739097,2009-03-29,"6"
"rubl","ebird",40.1144697,-77.6990891,2009-03-21,"1"
"rubl","ebird",40.3678334,-78.1444645,2009-03-27,"X"
"rubl","ebird",40.3754106,-78.1619096,2009-03-27,"15"
"rubl","ebird",40.5739352,-79.0204525,2009-03-31,"7"
"rubl","ebird",40.5739352,-79.0204525,2009-03-17,"1"
"rubl","ebird",40.87646,-80.37059,2009-03-21,"10"
"rubl","ebird",40.6058083,-75.4284897,2009-03-01,"1"
"rubl","ebird",40.5920352,-75.5307782,2009-03-04,"1"
"rubl","ebird",40.1458798,-75.2489126,2009-03-11,"7"
"rubl","ebird",39.8893501,-75.2601457,2009-03-01,"40"
"rubl","ebird",39.8893501,-75.2601457,2009-03-01,"1"
"rubl","ebird",40.088122,-75.2222627,2009-03-05,"1"
"rubl","ebird",39.8893501,-75.2601457,2009-03-08,"10"
"rubl","ebird",39.8893501,-75.2601457,2009-03-01,"1"
"rubl","ebird",39.8893501,-75.2601457,2009-03-01,"14"
"rubl","ebird",39.8893501,-75.2601457,2009-03-14,"9"
"rubl","ebird",39.8893501,-75.2601457,2009-03-22,"2"
"rubl","ebird",39.8893501,-75.2601457,2009-03-29,"5"
"rubl","ebird",39.96009,-75.20297,2009-03-13,"2"
"rubl","ebird",39.8893501,-75.2601457,2009-03-14,"12"
"rubl","ebird",39.96009,-75.20297,2009-03-25,"1"
"rubl","ebird",39.96009,-75.20297,2009-03-23,"4"
"rubl","ebird",39.8893501,-75.2601457,2009-03-25,"4"
"rubl","ebird",39.8893501,-75.2601457,2009-03-31,"30"
"rubl","ebird",39.8893501,-75.2601457,2009-03-22,"X"
"rubl","ebird",40.5274526,-76.4663565,2009-03-14,"8"
"rubl","ebird",40.5274526,-76.4663565,2009-03-13,"45"
"rubl","ebird",40.5274526,-76.4663565,2009-03-15,"2"
"rubl","ebird",40.5274526,-76.4663565,2009-03-23,"5"
"rubl","ebird",40.5274526,-76.4663565,2009-03-30,"5"
"rubl","ebird",40.5274526,-76.4663565,2009-03-31,"3"
"rubl","ebird",40.5274526,-76.4663565,2009-03-10,"140"
"rubl","ebird",41.7886,-77.30941,2009-03-10,"4"
"rubl","ebird",41.7886,-77.30941,2009-03-10,"4"
"rubl","ebird",41.7894889,-77.3106194,2009-03-10,"X"
"rubl","ebird",40.2501842,-80.1535034,2009-03-20,"2"
"rubl","ebird",33.325,-81.8541667,2009-03-23,"4"
"rubl","ebird",33.21657,-79.48645,2009-03-31,"11"
"rubl","ebird",33.22749,-79.47435,2009-03-27,"3"
"rubl","ebird",33.16848,-79.51301,2009-03-29,"18"
"rubl","ebird",33.15314,-79.5175,2009-03-26,"47"
"rubl","ebird",32.9619923,-80.1407307,2009-03-01,"8"
"rubl","ebird",32.9619923,-80.1407307,2009-03-17,"3"
"rubl","ebird",32.9619923,-80.1407307,2009-03-16,"1"
"rubl","ebird",32.9619923,-80.1407307,2009-03-07,"5"
"rubl","ebird",32.9619923,-80.1407307,2009-03-14,"1"
"rubl","ebird",32.9619923,-80.1407307,2009-03-21,"2"
"rubl","ebird",32.9619923,-80.1407307,2009-03-23,"1"
"rubl","ebird",32.9619923,-80.1407307,2009-03-24,"2"
"rubl","ebird",34.7738889,-82.3511111,2009-03-24,"36"
"rubl","ebird",34.7738889,-82.3511111,2009-03-30,"3"
"rubl","ebird",34.7738889,-82.3511111,2009-03-11,"6"
"rubl","ebird",34.7738889,-82.3511111,2009-03-23,"40"
"rubl","ebird",34.7738889,-82.3511111,2009-03-21,"8"
"rubl","ebird",34.7738889,-82.3511111,2009-03-21,"X"
"rubl","ebird",33.81597,-78.68004,2009-03-27,"5"
"rubl","ebird",33.81597,-78.68004,2009-03-28,"5"
"rubl","ebird",33.7833333,-80.7833333,2009-03-15,"X"
"rubl","ebird",33.7833333,-80.7833333,2009-03-22,"X"
"rubl","ebird",33.7833333,-80.7833333,2009-03-24,"X"
"rubl","ebird",35.6039107,-83.7811589,2009-03-20,"1"
"rubl","ebird",36.175372,-86.7088652,2009-03-23,"4"
"rubl","ebird",36.167762,-86.778366,2009-03-06,"40"
"rubl","ebird",36.175372,-86.7088652,2009-03-06,"79"
"rubl","ebird",36.175372,-86.7088652,2009-03-13,"21"
"rubl","ebird",36.175372,-86.7088652,2009-03-18,"29"
"rubl","ebird",35.95,-89.5888889,2009-03-24,"X"
"rubl","ebird",35.95,-89.5888889,2009-03-23,"20"
"rubl","ebird",35.9563324,-89.6003723,2009-03-17,"24"
"rubl","ebird",35.95,-89.5888889,2009-03-18,"8"
"rubl","ebird",35.9647222,-89.6069444,2009-03-06,"7"
"rubl","ebird",35.95,-89.5888889,2009-03-17,"3"
"rubl","ebird",35.8423081,-89.6391678,2009-03-25,"10"
"rubl","ebird",35.0596502,-90.1496887,2009-03-15,"2"
"rubl","ebird",35.7628113,-85.6664085,2009-03-06,"3"
"rubl","ebird",35.6852699,-85.777633,2009-03-07,"1"
"rubl","ebird",35.6852699,-85.777633,2009-03-07,"1"
"rubl","ebird",35.6852699,-85.777633,2009-03-07,"1"
"rubl","ebird",36.267351,-82.586965,2009-03-01,"X"
"rubl","ebird",33.0851594,-96.7016816,2009-03-07,"2"
"rubl","ebird",33.1584503,-96.6153376,2009-03-06,"1"
"rubl","ebird",33.0851594,-96.7016816,2009-03-07,"3"
"rubl","ebird",32.8156276,-96.7264652,2009-03-14,"2"
"rubl","ebird",32.8377338,-95.8802176,2009-03-29,"12"
"rubl","ebird",32.3147011,-95.2507782,2009-03-12,"70"
"rubl","ebird",32.7842795,-97.1266181,2009-03-01,"18"
"rubl","ebird",32.7842795,-97.1266181,2009-03-03,"23"
"rubl","ebird",32.7842795,-97.1266181,2009-03-04,"20"
"rubl","ebird",32.7842795,-97.1266181,2009-03-04,"1"
"rubl","ebird",32.7788738,-97.1312026,2009-03-22,"7"
"rubl","ebird",37.7622674,-75.7718039,2009-03-07,"20"
"rubl","ebird",37.9310735,-79.2130029,2009-03-24,"7"
"rubl","ebird",37.9329268,-79.2133141,2009-03-24,"1"
"rubl","ebird",37.0675057,-79.0042305,2009-03-08,"1"
"rubl","ebird",38.7589,-77.0959,2009-03-07,"10"
"rubl","ebird",38.9491549,-77.3885858,2009-03-11,"2"
"rubl","ebird",38.9430553,-77.3874593,2009-03-11,"1"
"rubl","ebird",38.7589,-77.0959,2009-03-23,"4"
"rubl","ebird",38.7589,-77.0959,2009-03-23,"4"
"rubl","ebird",38.8019,-77.4907,2009-03-27,"X"
"rubl","ebird",38.7589,-77.0959,2009-03-27,"8"
"rubl","ebird",38.7589,-77.0959,2009-03-27,"8"
"rubl","ebird",38.7589,-77.0959,2009-03-30,"1"
"rubl","ebird",38.9430553,-77.3874593,2009-03-31,"1"
"rubl","ebird",38.7589,-77.0959,2009-03-07,"20"
"rubl","ebird",38.7168611,-77.069151,2009-03-08,"14"
"rubl","ebird",38.85572,-77.26012,2009-03-16,"11"
"rubl","ebird",38.7589,-77.0959,2009-03-27,"11"
"rubl","ebird",38.7589,-77.0959,2009-03-31,"40"
"rubl","ebird",38.7589,-77.0959,2009-03-31,"40"
"rubl","ebird",38.7589,-77.0959,2009-03-29,"35"
"rubl","ebird",38.7599063,-77.1169853,2009-03-29,"275"
"rubl","ebird",38.7599063,-77.1169853,2009-03-21,"30"
"rubl","ebird",36.704395,-78.8809723,2009-03-02,"2"
"rubl","ebird",37.2510421,-76.7914234,2009-03-09,"16"
"rubl","ebird",37.2510421,-76.7914234,2009-03-16,"20"
"rubl","ebird",37.2510421,-76.7914234,2009-03-22,"38"
"rubl","ebird",37.2510421,-76.7914234,2009-03-29,"12"
"rubl","ebird",39.0620525,-77.3790391,2009-03-09,"1"
"rubl","ebird",39.0620525,-77.3790391,2009-03-19,"4"
"rubl","ebird",39.0279189,-77.5998795,2009-03-21,"6"
"rubl","ebird",39.0047966,-77.5791788,2009-03-21,"5"
"rubl","ebird",39.0279189,-77.5998795,2009-03-21,"6"
"rubl","ebird",39.0279189,-77.5998795,2009-03-21,"6"
"rubl","ebird",37.419254,-76.2540436,2009-03-29,"1"
"rubl","ebird",37.8822379,-78.8983154,2009-03-21,"1"
"rubl","ebird",38.6455061,-77.2361183,2009-03-08,"2"
"rubl","ebird",38.6455061,-77.2361183,2009-03-07,"3"
"rubl","ebird",38.6455061,-77.2361183,2009-03-11,"10"
"rubl","ebird",38.6455061,-77.2361183,2009-03-21,"5"
"rubl","ebird",38.6455061,-77.2361183,2009-03-25,"7"
"rubl","ebird",38.6455061,-77.2361183,2009-03-28,"5"
"rubl","ebird",38.6455061,-77.2361183,2009-03-28,"X"
"rubl","ebird",38.6455061,-77.2361183,2009-03-28,"5"
"rubl","ebird",38.6455061,-77.2361183,2009-03-07,"3"
"rubl","ebird",38.5503806,-77.2954488,2009-03-29,"2"
"rubl","ebird",38.2566327,-77.4589133,2009-03-06,"4"
"rubl","ebird",38.2595308,-77.4729252,2009-03-04,"20"
"rubl","ebird",36.6108945,-82.0049143,2009-03-10,"1"
"rubl","ebird",38.1115992,-77.0261765,2009-03-25,"9"
"rubl","ebird",38.1231463,-76.9835615,2009-03-24,"3"
"rubl","ebird",38.1231463,-76.9835615,2009-03-23,"8"
"rubl","ebird",37.1318557,-80.5737305,2009-03-23,"1"
"rubl","ebird",37.1318557,-80.5737305,2009-03-29,"1"
"rubl","ebird",37.1318557,-80.5737305,2009-03-28,"1"
"rubl","ebird",37.550872,-77.5204861,2009-03-12,"3"
"rubl","ebird",37.546036,-77.509,2009-03-23,"6"
"rubl","ebird",37.5466699,-77.5098753,2009-03-30,"7"
"rubl","ebird",37.5466699,-77.5098753,2009-03-27,"2"
"rubl","ebird",37.546036,-77.509,2009-03-25,"2"
"rubl","ebird",36.7020081,-76.5410614,2009-03-11,"1"
"rubl","ebird",36.6213144,-76.5383148,2009-03-12,"22"
"rubl","ebird",36.7020081,-76.5410614,2009-03-25,"7"
"rubl","ebird",36.8328903,-76.0540581,2009-03-05,"1"
"rubl","ebird",43.2880774,-89.3045998,2009-03-23,"X"
"rubl","ebird",43.3486456,-89.3074348,2009-03-29,"2"
"rubl","ebird",43.1037324,-91.1466444,2009-03-26,"1"
"rubl","ebird",43.0297491,-89.3337822,2009-03-09,"300"
"rubl","ebird",43.0009329,-89.2914903,2009-03-09,"X"
"rubl","ebird",43.030821,-89.3292332,2009-03-09,"X"
"rubl","ebird",43.0093822,-89.3038811,2009-03-09,"X"
"rubl","ebird",43.0009329,-89.2914903,2009-03-05,"50"
"rubl","ebird",42.9635204,-89.3415499,2009-03-05,"3"
"rubl","ebird",43.0093822,-89.3038811,2009-03-06,"X"
"rubl","ebird",43.0009329,-89.2914903,2009-03-18,"X"
"rubl","ebird",43.0093822,-89.3038811,2009-03-18,"X"
"rubl","ebird",43.0900774,-89.5040703,2009-03-17,"5"
"rubl","ebird",43.030821,-89.3292332,2009-03-17,"4"
"rubl","ebird",43.0297491,-89.3337822,2009-03-17,"200"
"rubl","ebird",43.0328862,-89.3471718,2009-03-17,"11"
"rubl","ebird",43.030821,-89.3292332,2009-03-16,"30"
"rubl","ebird",43.0079324,-89.2992246,2009-03-23,"110"
"rubl","ebird",43.0093822,-89.3038811,2009-03-22,"X"
"rubl","ebird",43.030821,-89.3292332,2009-03-20,"X"
"rubl","ebird",43.030821,-89.3292332,2009-03-28,"1"
"rubl","ebird",43.0093822,-89.3038811,2009-03-26,"X"
"rubl","ebird",43.0009329,-89.2914903,2009-03-07,"150"
"rubl","ebird",43.0009329,-89.2914903,2009-03-06,"2"
"rubl","ebird",43.0731,-89.40122,2009-03-27,"1"
"rubl","ebird",43.0413553,-89.4290972,2009-03-27,"1"
"rubl","ebird",43.0333593,-89.3513775,2009-03-31,"2"
"rubl","ebird",43.0333593,-89.3513775,2009-03-31,"2"
"rubl","ebird",43.3715056,-88.8530982,2009-03-15,"X"
"rubl","ebird",43.1856532,-90.5678558,2009-03-22,"10"
"rubl","ebird",42.9016216,-91.1164856,2009-03-22,"10"
"rubl","ebird",42.9016216,-91.1164856,2009-03-22,"10"
"rubl","ebird",43.1856532,-90.5678558,2009-03-22,"10"
"rubl","ebird",42.6594326,-90.7327366,2009-03-27,"2"
"rubl","ebird",42.6594326,-90.7327366,2009-03-27,"2"
"rubl","ebird",43.186064,-89.9010054,2009-03-13,"2"
"rubl","ebird",43.186064,-89.9010054,2009-03-16,"12"
"rubl","ebird",43.192662,-90.3220367,2009-03-22,"4"
"rubl","ebird",43.05136,-88.9821124,2009-03-13,"3"
"rubl","ebird",43.05136,-88.9821124,2009-03-25,"15"
"rubl","ebird",43.05136,-88.9821124,2009-03-22,"11"
"rubl","ebird",43.05136,-88.9821124,2009-03-13,"3"
"rubl","ebird",43.05136,-88.9821124,2009-03-22,"11"
"rubl","ebird",43.05136,-88.9821124,2009-03-25,"15"
"rubl","ebird",42.8842033,-88.0592823,2009-03-25,"10"
"rubl","ebird",42.7445539,-88.26931,2009-03-09,"10"
"rubl","ebird",42.7420807,-88.2310181,2009-03-18,"1"
"rubl","ebird",42.822399,-88.2348064,2009-03-01,"1"
"rubl","ebird",43.1927246,-90.2296829,2009-03-28,"9"
"rubl","ebird",42.6170967,-89.1298485,2009-03-20,"1"
"rubl","ebird",42.6400835,-89.1307068,2009-03-25,"2"
"rubl","ebird",42.8389846,-88.9478451,2009-03-14,"5"
"rubl","ebird",43.1821484,-90.1029968,2009-03-22,"1"
"rubl","ebird",43.1821484,-90.1029968,2009-03-22,"1"
"rubl","ebird",42.5662587,-88.4383511,2009-03-09,"2"
"rubl","ebird",42.83795,-88.459465,2009-03-09,"64"
"rubl","ebird",42.758617,-88.32479,2009-03-05,"17"
"rubl","ebird",42.83795,-88.459465,2009-03-13,"76"
"rubl","ebird",42.758617,-88.32479,2009-03-10,"160"
"rubl","ebird",42.83795,-88.459465,2009-03-15,"144"
"rubl","ebird",42.83795,-88.459465,2009-03-15,"2"
"rubl","ebird",42.6834072,-88.322291,2009-03-17,"35"
"rubl","ebird",42.758617,-88.32479,2009-03-17,"1"
"rubl","ebird",42.758617,-88.32479,2009-03-16,"4"
"rubl","ebird",42.83795,-88.459465,2009-03-14,"46"
"rubl","ebird",42.83795,-88.459465,2009-03-21,"1"
"rubl","ebird",42.83795,-88.459465,2009-03-27,"19"
"rubl","ebird",42.83795,-88.459465,2009-03-29,"5"
"rubl","ebird",42.83795,-88.459465,2009-03-19,"69"
"rubl","ebird",43.380783,-88.3206857,2009-03-14,"6"
"rubl","ebird",43.2351398,-88.2887989,2009-03-29,"4"
"rubl","ebird",43.0129333,-88.4989788,2009-03-14,"6"
"rubl","ebird",43.0129333,-88.4989788,2009-03-20,"1"
"rubl","ebird",38.5905877,-82.2325158,2009-03-08,"10"
"rubl","ebird",38.5905877,-82.2325158,2009-03-14,"6"
"rubl","ebird",38.5905877,-82.2325158,2009-03-18,"3"
"rubl","ebird",39.2949148,-77.8901585,2009-03-06,"6"
"rubl","ebird",39.2949148,-77.8901585,2009-03-15,"5"
"rubl","ebird",39.2949148,-77.8901585,2009-03-22,"15"
"rubl","ebird",39.5142386,-79.8100948,2009-03-29,"12"
