VALUE,RUBL_LC,RUBL_CODE,agriculture,floodplain,forest_hardwood,forest_mixed,forest_pine,grassland,plantation_hardwood,plantation_pine,Semi-Desert,shrub,upland_forest,water_fresh,water_salty,wetland_herb,wetland_woody,woodland
538,rocky,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,rocky,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,rocky,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,rocky,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,rocky,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,rocky,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,rocky,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,agriculture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,pasture,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,grassland,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
559,grassland,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
560,grassland,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
561,shrub,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
562,wetland_woody,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
563,forest_hardwood,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
565,shrub,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
566,z,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,grassland,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
568,shrub,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
570,z,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,grassland,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
572,shrub,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
573,z,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,grassland,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
575,shrub,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
577,water_fresh,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
578,water_salty,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
579,water_fresh,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
580,rocky,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,developed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,developed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,developed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,developed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
