"iActual","iNull"
0.906177459815643,0.98132042635088
0.906177459815643,0.985507847864302
0.906177459815643,0.989571713392079
0.906177459815643,0.990861597850194
0.906177459815643,0.969632789501419
0.906177459815643,0.976855110958673
0.906177459815643,0.974574785930156
0.906177459815643,0.980005971953356
0.906177459815643,0.985645225296582
0.906177459815643,0.986406157093204
0.906177459815643,0.98297053957573
0.906177459815643,0.979031319541869
0.906177459815643,0.990693258462616
0.906177459815643,0.985448766152936
0.906177459815643,0.990356475762954
0.906177459815643,0.990221815079645
0.906177459815643,0.978068189269627
0.906177459815643,0.986655925190789
0.906177459815643,0.973509791402332
0.906177459815643,0.974757236614344
0.906177459815643,0.988866843174288
0.906177459815643,0.98734635417675
0.906177459815643,0.984665909531554
0.906177459815643,0.978623092120024
0.906177459815643,0.984758813668331
0.906177459815643,0.98200255489701
0.906177459815643,0.987926739746941
0.906177459815643,0.986465841134615
0.906177459815643,0.99160559808361
0.906177459815643,0.989391794321047
0.906177459815643,0.980319244598486
0.906177459815643,0.984779830582195
0.906177459815643,0.990533565586438
0.906177459815643,0.985065466962514
0.906177459815643,0.958426336410008
0.906177459815643,0.985792982033458
0.906177459815643,0.984209928680944
0.906177459815643,0.957977867875908
0.906177459815643,0.992617315149044
0.906177459815643,0.977396330752043
0.906177459815643,0.975186008881665
0.906177459815643,0.986732029643754
0.906177459815643,0.978038805245855
0.906177459815643,0.989834124118139
0.906177459815643,0.985615046296498
0.906177459815643,0.986436406840033
0.906177459815643,0.983801299901431
0.906177459815643,0.975143557692837
0.906177459815643,0.986964369366901
0.906177459815643,0.980794305989944
0.906177459815643,0.982052996624522
0.906177459815643,0.978742050885116
0.906177459815643,0.986330552084333
0.906177459815643,0.985656704288968
0.906177459815643,0.983641977019701
0.906177459815643,0.981183989453502
0.906177459815643,0.975748672644233
0.906177459815643,0.954951956027337
0.906177459815643,0.982399739742736
0.906177459815643,0.979857028770496
0.906177459815643,0.986245515137611
0.906177459815643,0.988879651014485
0.906177459815643,0.992470442321967
0.906177459815643,0.988544803547321
0.906177459815643,0.9813022965298
0.906177459815643,0.984404370358481
0.906177459815643,0.992854575873437
0.906177459815643,0.992026472988949
0.906177459815643,0.990366197729871
0.906177459815643,0.972742526350168
0.906177459815643,0.980578890482987
0.906177459815643,0.977470944675774
0.906177459815643,0.981800297662556
0.906177459815643,0.993905400223562
0.906177459815643,0.992145289788204
0.906177459815643,0.978928260663227
0.906177459815643,0.987413461178525
0.906177459815643,0.982946182984019
0.906177459815643,0.9913005186532
0.906177459815643,0.979702978465234
0.906177459815643,0.978617353258368
0.906177459815643,0.982556205058481
0.906177459815643,0.982777261795436
0.906177459815643,0.96489871247641
0.906177459815643,0.987880969228108
0.906177459815643,0.983433968787896
0.906177459815643,0.985657000377222
0.906177459815643,0.991705726987714
0.906177459815643,0.994000172631405
0.906177459815643,0.991054992355268
0.906177459815643,0.984735740626213
0.906177459815643,0.992394195200343
0.906177459815643,0.986837751708251
0.906177459815643,0.981142473511315
0.906177459815643,0.978133577245804
0.906177459815643,0.985714625673819
0.906177459815643,0.986892145642407
0.906177459815643,0.984833432529582
0.906177459815643,0.988994887284648
0.906177459815643,0.983646906873949
0.906177459815643,0.986590697856617
0.906177459815643,0.99271150050628
0.906177459815643,0.981072035708861
0.906177459815643,0.982386288721199
0.906177459815643,0.987229558492702
0.906177459815643,0.98474293160288
0.906177459815643,0.987163174886564
0.906177459815643,0.980717329412702
0.906177459815643,0.985852801625619
0.906177459815643,0.986454972262325
0.906177459815643,0.979167882617507
0.906177459815643,0.981533059610894
0.906177459815643,0.986757592308629
0.906177459815643,0.989101720287366
0.906177459815643,0.984948514600848
0.906177459815643,0.978635236454434
0.906177459815643,0.983311748817101
0.906177459815643,0.984941581963731
0.906177459815643,0.979261116523409
0.906177459815643,0.979012885269328
0.906177459815643,0.977671953043538
0.906177459815643,0.975232232265199
0.906177459815643,0.9934690225179
0.906177459815643,0.990855157338319
0.906177459815643,0.986453404136522
0.906177459815643,0.987459881021982
0.906177459815643,0.985031353935455
0.906177459815643,0.984619063710766
0.906177459815643,0.985573153145623
0.906177459815643,0.978540624211721
0.906177459815643,0.98146502921057
0.906177459815643,0.983744260317472
0.906177459815643,0.982765740875596
0.906177459815643,0.980559615386031
0.906177459815643,0.983697722480618
0.906177459815643,0.978690975766599
0.906177459815643,0.976076476846374
0.906177459815643,0.984273476166247
0.906177459815643,0.990860596753383
0.906177459815643,0.991239245317483
0.906177459815643,0.986152101105626
0.906177459815643,0.984755644692606
0.906177459815643,0.974868346204555
0.906177459815643,0.980133096065699
0.906177459815643,0.989188895181426
0.906177459815643,0.97820474118131
0.906177459815643,0.976556802805046
0.906177459815643,0.987832173818493
0.906177459815643,0.989651258957266
0.906177459815643,0.987413441291734
0.906177459815643,0.978559377892583
0.906177459815643,0.984039871226393
0.906177459815643,0.983303322794773
0.906177459815643,0.985520514014163
0.906177459815643,0.986646435447372
0.906177459815643,0.986186679767943
0.906177459815643,0.991822913600493
0.906177459815643,0.986432588594765
0.906177459815643,0.987642358753528
0.906177459815643,0.983753546384675
0.906177459815643,0.968667471001994
0.906177459815643,0.982552002554517
0.906177459815643,0.985267559956502
0.906177459815643,0.990220097584771
0.906177459815643,0.98526813286102
0.906177459815643,0.985385025039136
